pixel_id,label,label_name,zone,timestep,date_str,longitude,latitude,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,valid,elevation,slope,aspect,clay,sand,org_carbon,ph,month,temp,precip
0,0,Others,california,33,2021-11-27,-117.76711253868,39.76549810329783,924.5,1146.0,1452.0,1702.5,1827.0,1916.0,1908.0,2000.5,2508.0,2143.5,1,1825.0,3.6781292,319.06488,16.0,53.0,2.0,77.0,12,272.45313041440903,0.0785114898331293
1,0,Others,california,33,2021-11-27,-118.38245850830188,35.78281729115393,214.0,150.0,118.0,227.0,557.0,659.0,634.0,741.0,784.0,495.0,1,1703.0,34.723766,16.733671,13.0,61.0,4.0,71.0,12,276.38156308409987,0.1891696139223704
2,0,Others,california,33,2021-11-27,-121.34150905419158,40.46663318255312,193.5,297.5,464.5,544.5,803.0,867.5,1026.0,989.5,860.0,602.0,1,653.0,20.65733,9.055447,22.0,37.0,4.0,70.0,12,281.50211342432164,0.1194962545282969
3,0,Others,california,33,2021-11-27,-121.3882214489658,39.80053239937849,346.0,481.5,584.0,839.5,1097.5,1223.0,1338.5,1401.5,1589.5,1080.5,1,,,,,,,,12,,
4,0,Others,california,33,2021-11-27,-118.84868414075991,39.49375772985167,1316.0,1719.0,2264.0,2456.5,2522.5,2812.0,2953.0,2945.5,3004.5,2059.5,1,2028.0,10.166911,353.18582,6.0,57.0,15.0,55.0,12,270.9381564560757,0.2946776284821162
5,0,Others,california,33,2021-11-27,-120.70550183303496,36.1771777008824,199.5,358.0,372.0,926.0,1708.0,1883.5,1634.0,2193.0,2212.0,1367.5,1,1224.0,19.318403,226.1588,22.0,41.0,11.0,53.0,12,276.418942851405,0.4320583774693141
6,0,Others,california,33,2021-11-27,-121.96134660023404,38.63945989465401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,12,,
7,0,Others,california,33,2021-11-27,-120.64217060550452,39.47983384294782,3359.5,3498.0,3202.5,3539.0,4280.5,4586.0,5587.0,4607.0,2967.0,2276.5,1,1221.0,1.2017157,270.0,21.0,48.0,1.0,81.0,12,275.02865124774235,0.0612832291967997
8,0,Others,california,33,2021-11-27,-121.25392331398992,38.119784502790864,988.0,1282.0,1372.0,1669.0,2092.0,2107.0,1840.0,2306.0,2499.0,1963.0,1,796.0,16.833319,96.14287,23.0,44.0,3.0,71.0,12,281.1156624414588,0.1061307474024424
9,0,Others,california,33,2021-11-27,-119.16219617491764,36.37301043282046,371.5,701.0,663.5,1209.0,2099.5,2305.0,2435.0,2469.0,2615.0,1997.0,1,44.0,0.92740995,-0.0,31.0,31.0,2.0,73.0,12,281.6017149238176,0.1572992189772257
10,0,Others,california,33,2021-11-27,-120.03670610400798,40.17468071521427,949.5,1222.0,1505.0,1691.5,1729.0,1863.5,1904.0,1983.0,2785.0,2542.0,1,1749.0,9.017388,336.64218,13.0,50.0,12.0,58.0,12,271.9976480135353,0.463948859179748
11,0,Others,california,33,2021-11-27,-121.93439714171046,38.3605329989349,750.0,1130.0,1094.0,1381.0,1818.0,2046.0,2281.0,2127.0,1711.0,1314.0,1,,,,,,,,12,,
12,0,Others,california,33,2021-11-27,-118.8855150674088,38.03758865429393,1371.0,1652.0,1934.0,2085.5,2093.0,2144.5,2198.0,2194.5,2565.0,2333.5,1,18.0,3.6514301,104.69441,23.0,39.0,2.0,74.0,12,281.40418153168054,0.1883242561466822
13,0,Others,california,33,2021-11-27,-119.60506560998854,36.00919274275205,490.0,623.0,824.0,928.0,1013.0,1152.0,1368.0,1464.0,2543.0,2263.0,1,53.0,11.744017,128.53056,21.0,41.0,7.0,51.0,12,283.1080967072518,0.1989052130825648
14,0,Others,california,33,2021-11-27,-121.78392933162044,38.32549870285424,328.5,741.0,328.0,1196.5,3823.0,4604.0,4724.0,4872.5,2206.0,1022.5,1,124.0,0.92740995,-0.0,21.0,44.0,2.0,77.0,12,282.16655394851523,0.2277559324152598
15,0,Others,california,33,2021-11-27,-120.6066871517818,38.24375201199936,260.0,391.5,454.0,816.0,1469.0,1645.5,1570.5,1821.0,1727.5,1149.5,1,1226.0,1.8543341,-0.0,20.0,41.0,2.0,80.0,12,273.4618617232128,0.1215605719931254
16,0,Others,california,33,2021-11-27,-119.99762938914876,35.979099180734046,1539.0,1906.0,2204.0,2437.5,2435.5,2507.0,2636.0,2603.5,3518.5,3245.0,1,29.0,3.647272,40.37149,27.0,36.0,2.0,74.0,12,281.8309314686765,0.1810068025238642
17,0,Others,california,33,2021-11-27,-119.5610481610667,39.47085069010663,491.0,676.5,882.0,1138.0,1409.0,1500.0,1501.0,1619.0,1658.0,1309.0,1,1973.0,3.6476014,104.71023,12.0,64.0,1.0,82.0,12,271.3453567668956,0.156899435723556
18,0,Others,california,33,2021-11-27,-119.44291970120496,38.45440694612539,435.0,554.0,738.0,630.0,1140.0,1157.5,1454.0,1411.5,1231.0,850.0,1,,,,,,,,12,,
19,0,Others,california,33,2021-11-27,-118.1488965344308,36.87067710022267,1922.0,2602.0,3174.0,3561.5,3557.0,3758.0,3734.0,3671.5,4348.5,3970.5,1,56.0,1.8543341,180.0,26.0,40.0,2.0,77.0,12,283.22433652159987,0.1001727863199839
20,0,Others,california,33,2021-11-27,-118.05637006016649,38.86448787332595,1174.0,1463.0,1842.0,1993.5,2028.5,2075.5,2094.0,2107.5,2250.5,2182.5,1,6.0,0.92740995,180.0,24.0,39.0,4.0,66.0,12,281.792239117366,0.1883639230377802
21,0,Others,california,33,2021-11-27,-119.0687713853692,35.476940936911234,899.0,1144.0,1427.0,1750.0,2065.5,2228.5,2415.0,2439.5,3535.0,2902.0,1,693.0,5.465689,120.49976,22.0,41.0,6.0,57.0,12,279.730949319819,0.3137718125231394
22,0,Others,california,33,2021-11-27,-120.2217590525366,37.66523696902639,505.5,665.5,813.0,913.5,1057.5,1084.5,1129.0,1173.0,2014.5,1860.0,1,265.0,7.465391,171.21906,25.0,40.0,2.0,77.0,12,282.81153672741306,0.0810939355738291
23,0,Others,california,33,2021-11-27,-117.94363149200947,39.430875659963306,526.5,738.5,956.0,1305.0,1623.5,1737.5,1681.0,1845.5,1894.5,1588.0,1,1724.0,10.36694,193.25346,21.0,47.0,2.0,77.0,12,272.66460082351523,0.1290510131962428
24,0,Others,california,33,2021-11-27,-121.93035472293192,37.151400626510025,140.0,251.0,177.0,493.0,1273.0,1488.0,1564.0,1620.0,1020.0,545.0,1,2049.0,20.587626,241.70273,10.0,70.0,8.0,68.0,12,268.11138866793726,0.2051006390698084
25,0,Others,california,33,2021-11-27,-117.86862216578552,39.384163265189095,974.0,1238.0,1620.0,1804.5,1896.5,1976.5,2000.0,2025.0,2136.5,1996.0,1,1154.0,2.4957845,111.80124,14.0,64.0,1.0,79.0,12,276.1924197289252,0.156826330626739
26,0,Others,california,33,2021-11-27,-117.73881560723024,38.06633474338575,796.0,1050.0,1342.0,1455.0,1489.5,1491.0,1511.0,1519.0,1850.5,1655.5,1,1408.0,2.203426,212.70671,14.0,62.0,1.0,80.0,12,272.5708481983472,0.0673727973349223
27,0,Others,california,33,2021-11-27,-121.6693941328952,39.95369515532087,100.0,250.0,131.0,721.0,2481.0,2871.0,2562.0,3136.0,1282.0,598.0,1,1235.0,4.4544463,51.435764,14.0,62.0,1.0,77.0,12,274.2302930278163,0.1465963854439387
28,0,Others,california,33,2021-11-27,-122.44059780431182,38.29899840197271,188.0,356.5,303.0,878.0,1590.5,1753.5,1413.5,1833.0,1521.0,871.5,1,212.0,3.5359561,285.18695,26.0,40.0,2.0,80.0,12,282.48700033208377,0.097636295760406
29,0,Others,california,33,2021-11-27,-120.60039894479296,40.10865454183149,382.5,570.5,525.5,1118.0,2087.0,2352.5,2571.5,2583.5,1630.0,1010.5,1,,,,,,,,12,278.8852750716671,0.3005844040758738
30,0,Others,california,33,2021-11-27,-118.73235231146644,39.50319004033493,3448.0,3862.0,4166.0,4212.0,4181.5,4221.0,4426.0,4157.0,4294.5,4275.0,1,2003.0,7.3983903,255.56197,18.0,48.0,4.0,76.0,12,270.87430449455013,0.0852583332903513
31,0,Others,california,33,2021-11-27,-118.93851566917186,39.96133083523589,821.0,1015.0,1335.0,1422.0,1495.5,1524.0,1548.0,1562.0,1714.0,1614.5,1,809.0,22.698668,215.6381,23.0,41.0,7.0,56.0,12,282.11499564878403,0.2269128843195567
32,0,Others,california,33,2021-11-27,-121.4061877546482,39.082778487366994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2279.0,41.69278,31.334242,10.0,59.0,19.0,63.0,12,273.067382976573,0.2967979147083888
33,0,Others,california,33,2021-11-27,-121.1703799925668,38.064987270459575,272.0,421.0,325.0,726.0,1351.0,1538.0,1754.0,1810.0,1433.0,754.0,1,1622.0,5.2072997,207.36272,14.0,55.0,2.0,79.0,12,270.87430449455013,0.0852583332903513
34,0,Others,california,33,2021-11-27,-120.62106019632772,38.74815604403247,235.5,406.0,457.5,1037.0,1856.0,2301.5,2064.0,2411.0,1471.0,867.5,1,1657.0,4.701699,90.0,10.0,72.0,1.0,80.0,12,270.57557875110257,0.0409463330156931
35,0,Others,california,33,2021-11-27,-118.59041849657557,37.3827168121708,800.0,1044.0,1340.0,1503.0,1712.0,1825.5,1967.0,1930.5,2387.5,2023.5,1,691.0,27.16859,279.07358,21.0,37.0,7.0,60.0,12,277.128664898616,0.3199818267471919
36,0,Others,california,33,2021-11-27,-121.34644978825423,39.08861753671377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45.0,5.065025,248.57524,26.0,39.0,4.0,68.0,12,281.51323626118324,0.1466597600824961
37,0,Others,california,33,2021-11-27,-117.5896952700664,37.472997498224814,366.0,483.5,464.0,599.5,1017.5,1180.0,1369.0,1305.0,934.5,619.5,1,1892.0,18.254536,50.356213,7.0,68.0,7.0,59.0,12,270.5338333293956,0.2333741321213374
38,0,Others,california,33,2021-11-27,-122.16571332737124,39.53867349405765,242.0,373.0,325.0,711.0,1096.0,1527.0,1553.0,1460.0,1214.0,847.5,1,1206.0,1.8543341,180.0,22.0,52.0,1.0,83.0,12,274.87818974320606,0.0599807932026514
39,0,Others,california,33,2021-11-27,-120.51460983515956,40.34446230391286,582.0,779.0,965.0,1239.0,1490.5,1588.0,1786.0,1673.5,1875.0,1542.0,1,1452.0,5.1764617,315.62253,15.0,58.0,2.0,80.0,12,274.3232213502289,0.0623738451845774
40,0,Others,california,33,2021-11-27,-120.12159689835728,35.44729653253529,1036.0,1389.0,1827.0,2087.5,2396.0,2581.0,2817.0,2826.5,4351.0,3464.5,1,31.0,0.92740995,-0.0,20.0,44.0,2.0,73.0,12,280.95037923833377,0.2720884217865595
41,0,Others,california,33,2021-11-27,-118.71753010927846,37.42359015759824,10812.0,10204.0,9648.0,7644.0,7650.0,7303.0,8587.5,6652.5,2202.0,2007.5,1,24.0,3.886537,162.38347,22.0,40.0,3.0,71.0,12,281.34473985241306,0.2043468191273341
42,0,Others,california,33,2021-11-27,-120.45756681461798,39.4465961774354,99.5,159.0,163.0,372.0,972.5,1278.0,992.0,1345.0,549.5,301.0,1,1131.0,12.271751,138.0905,20.0,42.0,6.0,57.0,12,276.7778558218351,0.4089742585070262
